,abstract,web_url,snippet,lead_paragraph,source,headline,pub_date,meta.article_type,meta.arguments
136,"Wall Street investors were hoping the social media giant would regain its footing after more than a year of problems, including slumping ad sales.",https://www.nytimes.com/2023/07/26/technology/meta-earnings-second-quarter.html,,"Long before it was called Meta, Facebook was a Wall Street darling because of its breakneck growth and big profits. But the company had lost its luster with investors over the past 18 months thanks to a slump in ad sales and what some saw as self-inflicted wounds.",The New York Times,Meta Profit Is Up 16% to $7.8 Billion in Recent Quarter,2023-07-26 20:26:37+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
137,Resource-rich countries like Ghana are often cut out of lucrative parts of the business like manufacturing. The “fairchain movement” wants to change that.,https://www.nytimes.com/2023/09/28/business/economy/ghana-cocoa-fairafric.html,,"The first leg of the 35-mile journey from Ghana’s capital city, Accra, to the Fairafric chocolate factory in Amanase on the N6 highway is a quick ride. But after about 30 minutes, the smoothly paved road devolves into a dirt expanse without lanes. Lumbering trucks, packed commuter minivans, cars and motorcycles crawl along craggy, rutted stretches bordered by concrete dividers, muddy patches and heaps of rock.",The New York Times,How West Africa Can Reap More Profit From the Global Chocolate Market,2023-09-28 15:00:22+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
138,"Exxon Mobil and Chevron reported another round of strong profits. But they face political fire over gasoline prices, even as they fear a new downturn.",https://www.nytimes.com/2022/10/28/business/energy-environment/exxon-chevron-profit-biden.html,,"The good times are back for the oil companies, but with the global economy on edge, there is more caution than celebration among executives.",The New York Times,"Oil Giants, With Billions in Profits, Face Criticism and an Uncertain Outlook",2022-10-28 11:09:38+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
139,"Revenue was up 18% in the latest quarter, the tech giant said, as investors look for signs that it’s beginning to profit from artificial intelligence.",https://www.nytimes.com/2024/01/30/technology/microsoft-earnings-profit.html,,"Two weeks ago, Microsoft topped Apple as the most valuable public company. Last week, it surpassed $3 trillion in market valuation. Next week, Satya Nadella will hit his 10th anniversary as the company’s chief executive.",The New York Times,Microsoft Reports 33% Rise in Profit,2024-01-30 21:21:34+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
140,"To see where technology is headed and why, follow the money.",https://www.nytimes.com/2021/02/10/technology/profits-steer-our-digital-future.html,,This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,The New York Times,Profits Steer Our Digital Future,2021-02-10 17:59:26+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
141,A Facebook whistle-blower explains her motivations.,https://www.nytimes.com/2021/10/04/business/dealbook/facebook-whistleblower-frances-haugen.html,,"The hits keep coming for Facebook. Last night, in an interview on “60 Minutes,” a former Facebook product manager described how she had leaked internal documents to The Wall Street Journal. The newspaper had published a series of eye-opening articles dubbed “The Facebook Files,” detailing what the social media giant knew about the harms its platform was causing.",The New York Times,‘Profit Over Safety’,2021-10-04 12:04:57+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
142,The tax on the “extraordinary” profits of oil and gas companies is expected to raise 5 billion pounds and help fund £15 billion in payments to households.,https://www.nytimes.com/2022/05/26/business/uk-oil-company-profits-tax.html,,"LONDON — The British government said it would use a windfall profits tax on oil and gas companies to help raise funds for direct payments to households, totaling about 15 billion pounds (about $19 billion), to ease the country’s cost-of-living crisis.",The New York Times,Britain Will Tax Oil and Gas Profits as Cost-of-Living Crisis Swells,2022-05-26 13:23:35+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
143,Europe’s largest energy company said it would use some of the earnings to buy back more shares and increase its dividend.,https://www.nytimes.com/2022/02/03/business/shell-4q-earnings.html,,"Booming prices for oil and natural gas propelled Shell’s profit in the fourth quarter of 2021, lifting its adjusted earnings to $6.39 billion, up from $393 million a year earlier, the company reported Thursday.",The New York Times,"Shell’s profit jumps, riding higher prices for oil and natural gas.",2022-02-03 12:01:45+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
144,The oil and gas giant said it would resume its stock buyback program by repurchasing $10 billion in shares over the next two years.,https://www.nytimes.com/2022/02/01/business/exxon-earnings-4q-2021.html,,"HOUSTON — Exxon Mobil, the largest American oil company, reported its most robust earnings in seven years on Tuesday as it rode a wave of climbing oil and natural gas prices.",The New York Times,Exxon Mobil reports a $8.9 billion fourth-quarter profit as oil prices soar.,2022-02-01 13:44:16+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
145,"The automaker, which owns Jeep, Ram and Peugeot, said its profit had more than doubled, thanks to higher prices and cost-cutting measures that outweighed the semiconductor shortage.",https://www.nytimes.com/2022/02/23/business/stellantis-earnings-2021.html,,"The automaker Stellantis said its profit more than doubled in 2021 to 13.3 billion euros, a result of cost savings and higher car prices that more than offset disruptions to production and sales caused by the global shortage of computer chips.",The New York Times,Stellantis reports a big profit even as a chip shortage hurt production.,2022-02-23 14:32:20+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
146,"In the third quarter, the companies continued their rebound from the collapse in demand at the start of the coronavirus pandemic.",https://www.nytimes.com/2021/10/29/business/energy-environment/exxon-mobil-chevron-earnings.html,,"Exxon Mobil and Chevron, the two dominant American oil companies, reported a third consecutive quarterly profit on Friday as petroleum and natural gas prices continued to climb higher.",The New York Times,"Exxon Mobil and Chevron continue to report higher profits, helped by rising oil prices.",2021-10-29 12:39:16+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
147,The conglomerate saw major gains in its insurance operations and in investment income. But revenues at its railroad and utility businesses declined from 2022.,https://www.nytimes.com/2024/02/24/business/dealbook/berkshire-hathaway-annual-report.html,,"Berkshire Hathaway, the conglomerate run for decades by Warren E. Buffett, recorded its highest-ever annual profit last year. But its chief executive found reason to blame government regulation for hurting the results of some of its biggest businesses.",The New York Times,"Berkshire Hathaway Reports Profit of $97 Billion Last Year, a Record",2024-02-24 15:04:51+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
148,"The social network has constructed a vast infrastructure to keep toxic material off its platform. At the center of it is Accenture, the blue-chip consulting firm.",https://www.nytimes.com/2021/08/31/technology/facebook-accenture-content-moderation.html,,"In 2019, Julie Sweet, the newly appointed chief executive of the global consulting firm Accenture, held a meeting with top managers. She had a question: Should Accenture get out of some of the work it was doing for a leading client, Facebook?",The New York Times,The Silent Partner Cleaning Up Facebook for $500 Million a Year,2021-08-31 17:32:16+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
149,"Overcoming the worst of a global chip shortage, the automaker sold more cars and trucks, and prices were higher.",https://www.nytimes.com/2022/07/27/business/ford-earnings.html,,"Automakers are seeing improvements in the supply of computer chips, but shortages continue to disrupt production.",The New York Times,Ford’s quarterly profit is up nearly 20% from a year earlier.,2022-07-27 20:41:38+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
150,The results in the latest quarter are a sign of the company’s financial strength as it faces a public relations crisis.,https://www.nytimes.com/2021/10/25/technology/facebook-profits-earnings-q3-2021.html,,"Facebook said on Monday that revenue rose 35 percent to $29 billion in the three months ending in September compared with the same period last year, while profit rose 17 percent to $9.2 billion, a sign of the social network’s financial strength as it faces a public relations crisis over troubling disclosures made by a former employee.",The New York Times,Facebook’s profit jumps 17 percent.,2021-10-25 20:44:24+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
